"","word","sentiment"
"5255","easier","positive"
"5256","easiest","positive"
"5257","easiness","positive"
"5258","easing","positive"
"5259","easy","positive"
"5260","easy-to-use","positive"
"5261","easygoing","positive"
"5262","ebullience","positive"
"5263","ebullient","positive"
"5264","ebulliently","positive"
"5265","ecenomical","positive"
"5266","economical","positive"
"5267","ecstasies","positive"
"5268","ecstasy","positive"
"5269","ecstatic","positive"
"5270","ecstatically","positive"
"5271","edify","positive"
"5272","educated","positive"
"5273","effective","positive"
"5274","effectively","positive"
"5275","effectiveness","positive"
"5276","effectual","positive"
"5277","efficacious","positive"
"5278","efficient","positive"
"5279","efficiently","positive"
"5280","effortless","positive"
"5281","effortlessly","positive"
"5282","effusion","positive"
"5283","effusive","positive"
"5284","effusively","positive"
"5285","effusiveness","positive"
"5286","elan","positive"
"5287","elate","positive"
"5288","elated","positive"
"5289","elatedly","positive"
"5290","elation","positive"
"5291","electrify","positive"
"5292","elegance","positive"
"5293","elegant","positive"
"5294","elegantly","positive"
"5295","elevate","positive"
"5296","elite","positive"
"5297","eloquence","positive"
"5298","eloquent","positive"
"5299","eloquently","positive"
"5300","embolden","positive"
"5301","eminence","positive"
"5302","eminent","positive"
"5303","empathize","positive"
"5304","empathy","positive"
"5305","empower","positive"
"5306","empowerment","positive"
"5307","enchant","positive"
"5308","enchanted","positive"
"5309","enchanting","positive"
"5310","enchantingly","positive"
"5311","encourage","positive"
"5312","encouragement","positive"
"5313","encouraging","positive"
"5314","encouragingly","positive"
"5315","endear","positive"
"5316","endearing","positive"
"5317","endorse","positive"
"5318","endorsed","positive"
"5319","endorsement","positive"
"5320","endorses","positive"
"5321","endorsing","positive"
"5322","energetic","positive"
"5323","energize","positive"
"5324","energy-efficient","positive"
"5325","energy-saving","positive"
"5326","engaging","positive"
"5327","engrossing","positive"
"5328","enhance","positive"
"5329","enhanced","positive"
"5330","enhancement","positive"
"5331","enhances","positive"
"5332","enjoy","positive"
"5333","enjoyable","positive"
"5334","enjoyably","positive"
"5335","enjoyed","positive"
"5336","enjoying","positive"
"5337","enjoyment","positive"
"5338","enjoys","positive"
"5339","enlighten","positive"
"5340","enlightenment","positive"
"5341","enliven","positive"
"5342","ennoble","positive"
"5343","enough","positive"
"5344","enrapt","positive"
"5345","enrapture","positive"
"5346","enraptured","positive"
"5347","enrich","positive"
"5348","enrichment","positive"
"5349","enterprising","positive"
"5350","entertain","positive"
"5351","entertaining","positive"
"5352","entertains","positive"
"5353","enthral","positive"
"5354","enthrall","positive"
"5355","enthralled","positive"
"5356","enthuse","positive"
"5357","enthusiasm","positive"
"5358","enthusiast","positive"
"5359","enthusiastic","positive"
"5360","enthusiastically","positive"
"5361","entice","positive"
"5362","enticed","positive"
"5363","enticing","positive"
"5364","enticingly","positive"
"5365","entranced","positive"
"5366","entrancing","positive"
"5367","entrust","positive"
"5368","enviable","positive"
"5369","enviably","positive"
"5370","envious","positive"
"5371","enviously","positive"
"5372","enviousness","positive"
"5373","envy","positive"
"5374","equitable","positive"
"5375","ergonomical","positive"
"5376","err-free","positive"
"5377","erudite","positive"
"5378","ethical","positive"
"5379","eulogize","positive"
"5380","euphoria","positive"
"5381","euphoric","positive"
"5382","euphorically","positive"
"5383","evaluative","positive"
"5384","evenly","positive"
"5385","eventful","positive"
"5386","everlasting","positive"
"5387","evocative","positive"
"5388","exalt","positive"
"5389","exaltation","positive"
"5390","exalted","positive"
"5391","exaltedly","positive"
"5392","exalting","positive"
"5393","exaltingly","positive"
"5394","examplar","positive"
"5395","examplary","positive"
"5396","excallent","positive"
"5397","exceed","positive"
"5398","exceeded","positive"
"5399","exceeding","positive"
"5400","exceedingly","positive"
"5401","exceeds","positive"
"5402","excel","positive"
"5403","exceled","positive"
"5404","excelent","positive"
"5405","excellant","positive"
"5406","excelled","positive"
"5407","excellence","positive"
"5408","excellency","positive"
"5409","excellent","positive"
"5410","excellently","positive"
"5411","excels","positive"
"5412","exceptional","positive"
"5413","exceptionally","positive"
"5414","excite","positive"
"5415","excited","positive"
"5416","excitedly","positive"
"5417","excitedness","positive"
"5418","excitement","positive"
"5419","excites","positive"
"5420","exciting","positive"
"5421","excitingly","positive"
"5422","exellent","positive"
"5423","exemplar","positive"
"5424","exemplary","positive"
"5425","exhilarate","positive"
"5426","exhilarating","positive"
"5427","exhilaratingly","positive"
"5428","exhilaration","positive"
"5429","exonerate","positive"
"5430","expansive","positive"
"5431","expeditiously","positive"
"5432","expertly","positive"
"5433","exquisite","positive"
"5434","exquisitely","positive"
"5435","extol","positive"
"5436","extoll","positive"
"5437","extraordinarily","positive"
"5438","extraordinary","positive"
"5439","exuberance","positive"
"5440","exuberant","positive"
"5441","exuberantly","positive"
"5442","exult","positive"
"5443","exultant","positive"
"5444","exultation","positive"
"5445","exultingly","positive"
"5446","eye-catch","positive"
"5447","eye-catching","positive"
"5448","eyecatch","positive"
"5449","eyecatching","positive"
"5450","fabulous","positive"
"5451","fabulously","positive"
"5452","facilitate","positive"
"5453","fair","positive"
"5454","fairly","positive"
"5455","fairness","positive"
"5456","faith","positive"
"5457","faithful","positive"
"5458","faithfully","positive"
"5459","faithfulness","positive"
"5460","fame","positive"
"5461","famed","positive"
"5462","famous","positive"
"5463","famously","positive"
"5464","fancier","positive"
"5465","fancinating","positive"
"5466","fancy","positive"
"5467","fanfare","positive"
"5468","fans","positive"
"5469","fantastic","positive"
"5470","fantastically","positive"
"5471","fascinate","positive"
"5472","fascinating","positive"
"5473","fascinatingly","positive"
"5474","fascination","positive"
"5475","fashionable","positive"
"5476","fashionably","positive"
"5477","fast","positive"
"5478","fast-growing","positive"
"5479","fast-paced","positive"
"5480","faster","positive"
"5481","fastest","positive"
"5482","fastest-growing","positive"
"5483","faultless","positive"
"5484","fav","positive"
"5485","fave","positive"
"5486","favor","positive"
"5487","favorable","positive"
"5488","favored","positive"
"5489","favorite","positive"
"5490","favorited","positive"
"5491","favour","positive"
"5492","fearless","positive"
"5493","fearlessly","positive"
"5494","feasible","positive"
"5495","feasibly","positive"
"5496","feat","positive"
"5497","feature-rich","positive"
"5498","fecilitous","positive"
"5499","feisty","positive"
"5500","felicitate","positive"
"5501","felicitous","positive"
"5502","felicity","positive"
"5503","fertile","positive"
"5504","fervent","positive"
"5505","fervently","positive"
"5506","fervid","positive"
"5507","fervidly","positive"
"5508","fervor","positive"
"5509","festive","positive"
"5510","fidelity","positive"
"5511","fiery","positive"
"5512","fine","positive"
"5513","fine-looking","positive"
"5514","finely","positive"
"5515","finer","positive"
"5516","finest","positive"
"5517","firmer","positive"
"5518","first-class","positive"
"5519","first-in-class","positive"
"5520","first-rate","positive"
"5521","flashy","positive"
"5522","flatter","positive"
"5523","flattering","positive"
"5524","flatteringly","positive"
"5525","flawless","positive"
"5526","flawlessly","positive"
"5527","flexibility","positive"
"5528","flexible","positive"
"5529","flourish","positive"
"5530","flourishing","positive"
"5531","fluent","positive"
"5532","flutter","positive"
"5533","fond","positive"
"5534","fondly","positive"
"5535","fondness","positive"
"5536","foolproof","positive"
"5537","foremost","positive"
"5538","foresight","positive"
"5539","formidable","positive"
"5540","fortitude","positive"
"5541","fortuitous","positive"
"5542","fortuitously","positive"
"5543","fortunate","positive"
"5544","fortunately","positive"
"5545","fortune","positive"
"5546","fragrant","positive"
"5547","free","positive"
"5548","freed","positive"
"5549","freedom","positive"
"5550","freedoms","positive"
"5551","fresh","positive"
"5552","fresher","positive"
"5553","freshest","positive"
"5554","friendliness","positive"
"5555","friendly","positive"
"5556","frolic","positive"
"5557","frugal","positive"
"5558","fruitful","positive"
"5559","ftw","positive"
"5560","fulfillment","positive"
"5561","fun","positive"
"5562","futurestic","positive"
"5563","futuristic","positive"
"5564","gaiety","positive"
"5565","gaily","positive"
"5566","gain","positive"
"5567","gained","positive"
"5568","gainful","positive"
"5569","gainfully","positive"
"5570","gaining","positive"
"5571","gains","positive"
"5572","gallant","positive"
"5573","gallantly","positive"
"5574","galore","positive"
"5575","geekier","positive"
"5576","geeky","positive"
"5577","gem","positive"
"5578","gems","positive"
"5579","generosity","positive"
"5580","generous","positive"
"5581","generously","positive"
"5582","genial","positive"
"5583","genius","positive"
"5584","gentle","positive"
"5585","gentlest","positive"
"5586","genuine","positive"
"5587","gifted","positive"
"5588","glad","positive"
"5589","gladden","positive"
"5590","gladly","positive"
"5591","gladness","positive"
"5592","glamorous","positive"
"5593","glee","positive"
"5594","gleeful","positive"
"5595","gleefully","positive"
"5596","glimmer","positive"
"5597","glimmering","positive"
"5598","glisten","positive"
"5599","glistening","positive"
"5600","glitter","positive"
"5601","glitz","positive"
"5602","glorify","positive"
"5603","glorious","positive"
"5604","gloriously","positive"
"5605","glory","positive"
"5606","glow","positive"
"5607","glowing","positive"
"5608","glowingly","positive"
"5609","god-given","positive"
"5610","god-send","positive"
"5611","godlike","positive"
"5612","godsend","positive"
"5613","gold","positive"
"5614","golden","positive"
"5615","good","positive"
"5616","goodly","positive"
"5617","goodness","positive"
"5618","goodwill","positive"
"5619","goood","positive"
"5620","gooood","positive"
"5621","gorgeous","positive"
"5622","gorgeously","positive"
"5623","grace","positive"
"5624","graceful","positive"
"5625","gracefully","positive"
"5626","gracious","positive"
"5627","graciously","positive"
"5628","graciousness","positive"
"5629","grand","positive"
"5630","grandeur","positive"
"5631","grateful","positive"
"5632","gratefully","positive"
"5633","gratification","positive"
"5634","gratified","positive"
"5635","gratifies","positive"
"5636","gratify","positive"
"5637","gratifying","positive"
"5638","gratifyingly","positive"
"5639","gratitude","positive"
"5640","great","positive"
"5641","greatest","positive"
"5642","greatness","positive"
"5643","grin","positive"
"5644","groundbreaking","positive"
"5645","guarantee","positive"
"5646","guidance","positive"
"5647","guiltless","positive"
"5648","gumption","positive"
"5649","gush","positive"
"5650","gusto","positive"
"5651","gutsy","positive"
"5652","hail","positive"
"5653","halcyon","positive"
"5654","hale","positive"
"5655","hallmark","positive"
"5656","hallmarks","positive"
"5657","hallowed","positive"
"5658","handier","positive"
"5659","handily","positive"
"5660","hands-down","positive"
"5661","handsome","positive"
"5662","handsomely","positive"
"5663","handy","positive"
"5664","happier","positive"
"5665","happily","positive"
"5666","happiness","positive"
"5667","happy","positive"
"5668","hard-working","positive"
"5669","hardier","positive"
"5670","hardy","positive"
"5671","harmless","positive"
"5672","harmonious","positive"
"5673","harmoniously","positive"
"5674","harmonize","positive"
"5675","harmony","positive"
"5676","headway","positive"
"5677","heal","positive"
"5678","healthful","positive"
"5679","healthy","positive"
"5680","hearten","positive"
"5681","heartening","positive"
"5682","heartfelt","positive"
"5683","heartily","positive"
"5684","heartwarming","positive"
"5685","heaven","positive"
"5686","heavenly","positive"
"5687","helped","positive"
"5688","helpful","positive"
"5689","helping","positive"
"5690","hero","positive"
"5691","heroic","positive"
"5692","heroically","positive"
"5693","heroine","positive"
"5694","heroize","positive"
"5695","heros","positive"
"5696","high-quality","positive"
"5697","high-spirited","positive"
"5698","hilarious","positive"
"5699","holy","positive"
"5700","homage","positive"
"5701","honest","positive"
"5702","honesty","positive"
"5703","honor","positive"
"5704","honorable","positive"
"5705","honored","positive"
"5706","honoring","positive"
"5707","hooray","positive"
"5708","hopeful","positive"
"5709","hospitable","positive"
"5710","hot","positive"
"5711","hotcake","positive"
"5712","hotcakes","positive"
"5713","hottest","positive"
"5714","hug","positive"
"5715","humane","positive"
"5716","humble","positive"
"5717","humility","positive"
"5718","humor","positive"
"5719","humorous","positive"
"5720","humorously","positive"
"5721","humour","positive"
"5722","humourous","positive"
"5723","ideal","positive"
"5724","idealize","positive"
"5725","ideally","positive"
"5726","idol","positive"
"5727","idolize","positive"
"5728","idolized","positive"
"5729","idyllic","positive"
"5730","illuminate","positive"
"5731","illuminati","positive"
"5732","illuminating","positive"
"5733","illumine","positive"
"5734","illustrious","positive"
"5735","ilu","positive"
"5736","imaculate","positive"
"5737","imaginative","positive"
"5738","immaculate","positive"
"5739","immaculately","positive"
"5740","immense","positive"
"5741","impartial","positive"
"5742","impartiality","positive"
"5743","impartially","positive"
"5744","impassioned","positive"
"5745","impeccable","positive"
"5746","impeccably","positive"
"5747","important","positive"
"5748","impress","positive"
"5749","impressed","positive"
"5750","impresses","positive"
"5751","impressive","positive"
"5752","impressively","positive"
"5753","impressiveness","positive"
"5754","improve","positive"
"5755","improved","positive"
"5756","improvement","positive"
"5757","improvements","positive"
"5758","improves","positive"
"5759","improving","positive"
"5760","incredible","positive"
"5761","incredibly","positive"
"5762","indebted","positive"
"5763","individualized","positive"
"5764","indulgence","positive"
"5765","indulgent","positive"
"5766","industrious","positive"
"5767","inestimable","positive"
"5768","inestimably","positive"
"5769","inexpensive","positive"
"5770","infallibility","positive"
"5771","infallible","positive"
"5772","infallibly","positive"
"5773","influential","positive"
"5774","ingenious","positive"
"5775","ingeniously","positive"
"5776","ingenuity","positive"
"5777","ingenuous","positive"
"5778","ingenuously","positive"
"5779","innocuous","positive"
"5780","innovation","positive"
"5781","innovative","positive"
"5782","inpressed","positive"
"5783","insightful","positive"
"5784","insightfully","positive"
"5785","inspiration","positive"
"5786","inspirational","positive"
"5787","inspire","positive"
"5788","inspiring","positive"
"5789","instantly","positive"
"5790","instructive","positive"
"5791","instrumental","positive"
"5792","integral","positive"
"5793","integrated","positive"
"5794","intelligence","positive"
"5795","intelligent","positive"
"5796","intelligible","positive"
"5797","interesting","positive"
"5798","interests","positive"
"5799","intimacy","positive"
"5800","intimate","positive"
"5801","intricate","positive"
"5802","intrigue","positive"
"5803","intriguing","positive"
"5804","intriguingly","positive"
"5805","intuitive","positive"
"5806","invaluable","positive"
"5807","invaluablely","positive"
"5808","inventive","positive"
"5809","invigorate","positive"
"5810","invigorating","positive"
"5811","invincibility","positive"
"5812","invincible","positive"
"5813","inviolable","positive"
"5814","inviolate","positive"
"5815","invulnerable","positive"
"5816","irreplaceable","positive"
"5817","irreproachable","positive"
"5818","irresistible","positive"
"5819","irresistibly","positive"
"5820","issue-free","positive"
"5821","jaw-droping","positive"
"5822","jaw-dropping","positive"
"5823","jollify","positive"
"5824","jolly","positive"
"5825","jovial","positive"
"5826","joy","positive"
"5827","joyful","positive"
"5828","joyfully","positive"
"5829","joyous","positive"
"5830","joyously","positive"
"5831","jubilant","positive"
"5832","jubilantly","positive"
"5833","jubilate","positive"
"5834","jubilation","positive"
"5835","jubiliant","positive"
"5836","judicious","positive"
"5837","justly","positive"
"5838","keen","positive"
"5839","keenly","positive"
"5840","keenness","positive"
"5841","kid-friendly","positive"
"5842","kindliness","positive"
"5843","kindly","positive"
"5844","kindness","positive"
"5845","knowledgeable","positive"
"5846","kudos","positive"
"5847","large-capacity","positive"
"5848","laud","positive"
"5849","laudable","positive"
"5850","laudably","positive"
"5851","lavish","positive"
"5852","lavishly","positive"
"5853","law-abiding","positive"
"5854","lawful","positive"
"5855","lawfully","positive"
"5856","lead","positive"
"5857","leading","positive"
"5858","leads","positive"
"5859","lean","positive"
"5860","led","positive"
"5861","legendary","positive"
"5862","leverage","positive"
"5863","levity","positive"
"5864","liberate","positive"
"5865","liberation","positive"
"5866","liberty","positive"
"5867","lifesaver","positive"
"5868","light-hearted","positive"
"5869","lighter","positive"
"5870","likable","positive"
"5871","like","positive"
"5872","liked","positive"
"5873","likes","positive"
"5874","liking","positive"
"5875","lionhearted","positive"
"5876","lively","positive"
"5877","logical","positive"
"5878","long-lasting","positive"
"5879","lovable","positive"
"5880","lovably","positive"
"5881","love","positive"
"5882","loved","positive"
"5883","loveliness","positive"
"5884","lovely","positive"
"5885","lover","positive"
"5886","loves","positive"
"5887","loving","positive"
"5888","low-cost","positive"
"5889","low-price","positive"
"5890","low-priced","positive"
"5891","low-risk","positive"
"5892","lower-priced","positive"
"5893","loyal","positive"
"5894","loyalty","positive"
"5895","lucid","positive"
"5896","lucidly","positive"
"5897","luck","positive"
"5898","luckier","positive"
"5899","luckiest","positive"
"5900","luckiness","positive"
"5901","lucky","positive"
"5902","lucrative","positive"
"5903","luminous","positive"
"5904","lush","positive"
"5905","luster","positive"
"5906","lustrous","positive"
"5907","luxuriant","positive"
"5908","luxuriate","positive"
"5909","luxurious","positive"
"5910","luxuriously","positive"
"5911","luxury","positive"
"5912","lyrical","positive"
"5913","magic","positive"
"5914","magical","positive"
"5915","magnanimous","positive"
"5916","magnanimously","positive"
"5917","magnificence","positive"
"5918","magnificent","positive"
"5919","magnificently","positive"
"5920","majestic","positive"
"5921","majesty","positive"
"5922","manageable","positive"
"5923","maneuverable","positive"
"5924","marvel","positive"
"5925","marveled","positive"
"5926","marvelled","positive"
"5927","marvellous","positive"
"5928","marvelous","positive"
"5929","marvelously","positive"
"5930","marvelousness","positive"
"5931","marvels","positive"
"5932","master","positive"
"5933","masterful","positive"
"5934","masterfully","positive"
"5935","masterpiece","positive"
"5936","masterpieces","positive"
"5937","masters","positive"
"5938","mastery","positive"
"5939","matchless","positive"
"5940","mature","positive"
"5941","maturely","positive"
"5942","maturity","positive"
"5943","meaningful","positive"
"5944","memorable","positive"
"5945","merciful","positive"
"5946","mercifully","positive"
"5947","mercy","positive"
"5948","merit","positive"
"5949","meritorious","positive"
"5950","merrily","positive"
"5951","merriment","positive"
"5952","merriness","positive"
"5953","merry","positive"
"5954","mesmerize","positive"
"5955","mesmerized","positive"
"5956","mesmerizes","positive"
"5957","mesmerizing","positive"
"5958","mesmerizingly","positive"
"5959","meticulous","positive"
"5960","meticulously","positive"
"5961","mightily","positive"
"5962","mighty","positive"
"5963","mind-blowing","positive"
"5964","miracle","positive"
"5965","miracles","positive"
"5966","miraculous","positive"
"5967","miraculously","positive"
"5968","miraculousness","positive"
"5969","modern","positive"
"5970","modest","positive"
"5971","modesty","positive"
"5972","momentous","positive"
"5973","monumental","positive"
"5974","monumentally","positive"
"5975","morality","positive"
"5976","motivated","positive"
"5977","multi-purpose","positive"
"5978","navigable","positive"
"5979","neat","positive"
"5980","neatest","positive"
"5981","neatly","positive"
"5982","nice","positive"
"5983","nicely","positive"
"5984","nicer","positive"
"5985","nicest","positive"
"5986","nifty","positive"
"5987","nimble","positive"
"5988","noble","positive"
"5989","nobly","positive"
"5990","noiseless","positive"
"5991","non-violence","positive"
"5992","non-violent","positive"
"5993","notably","positive"
"5994","noteworthy","positive"
"5995","nourish","positive"
"5996","nourishing","positive"
"5997","nourishment","positive"
"5998","novelty","positive"
"5999","nurturing","positive"
"6000","oasis","positive"
"6001","obsession","positive"
"6002","obsessions","positive"
"6003","obtainable","positive"
"6004","openly","positive"
"6005","openness","positive"
"6006","optimal","positive"
"6007","optimism","positive"
"6008","optimistic","positive"
"6009","opulent","positive"
"6010","orderly","positive"
"6011","originality","positive"
"6012","outdo","positive"
"6013","outdone","positive"
"6014","outperform","positive"
"6015","outperformed","positive"
"6016","outperforming","positive"
"6017","outperforms","positive"
"6018","outshine","positive"
"6019","outshone","positive"
"6020","outsmart","positive"
"6021","outstanding","positive"
"6022","outstandingly","positive"
"6023","outstrip","positive"
"6024","outwit","positive"
"6025","ovation","positive"
"6026","overjoyed","positive"
"6027","overtake","positive"
"6028","overtaken","positive"
"6029","overtakes","positive"
"6030","overtaking","positive"
"6031","overtook","positive"
"6032","overture","positive"
"6033","pain-free","positive"
"6034","painless","positive"
"6035","painlessly","positive"
"6036","palatial","positive"
"6037","pamper","positive"
"6038","pampered","positive"
"6039","pamperedly","positive"
"6040","pamperedness","positive"
"6041","pampers","positive"
"6042","panoramic","positive"
"6043","paradise","positive"
"6044","paramount","positive"
"6045","pardon","positive"
"6046","passion","positive"
"6047","passionate","positive"
"6048","passionately","positive"
"6049","patience","positive"
"6050","patient","positive"
"6051","patiently","positive"
"6052","patriot","positive"
"6053","patriotic","positive"
"6054","peace","positive"
"6055","peaceable","positive"
"6056","peaceful","positive"
"6057","peacefully","positive"
"6058","peacekeepers","positive"
"6059","peach","positive"
"6060","peerless","positive"
"6061","pep","positive"
"6062","pepped","positive"
"6063","pepping","positive"
"6064","peppy","positive"
"6065","peps","positive"
"6066","perfect","positive"
"6067","perfection","positive"
"6068","perfectly","positive"
"6069","permissible","positive"
"6070","perseverance","positive"
"6071","persevere","positive"
"6072","personages","positive"
"6073","personalized","positive"
"6074","phenomenal","positive"
"6075","phenomenally","positive"
"6076","picturesque","positive"
"6077","piety","positive"
"6078","pinnacle","positive"
"6079","playful","positive"
"6080","playfully","positive"
"6081","pleasant","positive"
"6082","pleasantly","positive"
"6083","pleased","positive"
"6084","pleases","positive"
"6085","pleasing","positive"
"6086","pleasingly","positive"
"6087","pleasurable","positive"
"6088","pleasurably","positive"
"6089","pleasure","positive"
"6090","plentiful","positive"
"6091","pluses","positive"
"6092","plush","positive"
"6093","plusses","positive"
"6094","poetic","positive"
"6095","poeticize","positive"
"6096","poignant","positive"
"6097","poise","positive"
"6098","poised","positive"
"6099","polished","positive"
"6100","polite","positive"
"6101","politeness","positive"
"6102","popular","positive"
"6103","portable","positive"
"6104","posh","positive"
"6105","positive","positive"
"6106","positively","positive"
"6107","positives","positive"
"6108","powerful","positive"
"6109","powerfully","positive"
"6110","praise","positive"
"6111","praiseworthy","positive"
"6112","praising","positive"
"6113","pre-eminent","positive"
"6114","precious","positive"
"6115","precise","positive"
"6116","precisely","positive"
"6117","preeminent","positive"
"6118","prefer","positive"
"6119","preferable","positive"
"6120","preferably","positive"
"6121","prefered","positive"
"6122","preferes","positive"
"6123","preferring","positive"
"6124","prefers","positive"
"6125","premier","positive"
"6126","prestige","positive"
"6127","prestigious","positive"
"6128","prettily","positive"
"6129","pretty","positive"
"6130","priceless","positive"
"6131","pride","positive"
"6132","principled","positive"
"6133","privilege","positive"
"6134","privileged","positive"
"6135","prize","positive"
"6136","proactive","positive"
"6137","problem-free","positive"
"6138","problem-solver","positive"
"6139","prodigious","positive"
"6140","prodigiously","positive"
"6141","prodigy","positive"
"6142","productive","positive"
"6143","productively","positive"
"6144","proficient","positive"
"6145","proficiently","positive"
"6146","profound","positive"
"6147","profoundly","positive"
"6148","profuse","positive"
"6149","profusion","positive"
"6150","progress","positive"
"6151","progressive","positive"
"6152","prolific","positive"
"6153","prominence","positive"
"6154","prominent","positive"
"6155","promise","positive"
"6156","promised","positive"
"6157","promises","positive"
"6158","promising","positive"
"6159","promoter","positive"
"6160","prompt","positive"
"6161","promptly","positive"
"6162","proper","positive"
"6163","properly","positive"
"6164","propitious","positive"
"6165","propitiously","positive"
"6166","pros","positive"
"6167","prosper","positive"
"6168","prosperity","positive"
"6169","prosperous","positive"
"6170","prospros","positive"
"6171","protect","positive"
"6172","protection","positive"
"6173","protective","positive"
"6174","proud","positive"
"6175","proven","positive"
"6176","proves","positive"
"6177","providence","positive"
"6178","proving","positive"
"6179","prowess","positive"
"6180","prudence","positive"
"6181","prudent","positive"
"6182","prudently","positive"
"6183","punctual","positive"
"6184","pure","positive"
"6185","purify","positive"
"6186","purposeful","positive"
"6187","quaint","positive"
"6188","qualified","positive"
"6189","qualify","positive"
"6190","quicker","positive"
"6191","quiet","positive"
"6192","quieter","positive"
"6193","radiance","positive"
"6194","radiant","positive"
"6195","rapid","positive"
"6196","rapport","positive"
"6197","rapt","positive"
"6198","rapture","positive"
"6199","raptureous","positive"
"6200","raptureously","positive"
"6201","rapturous","positive"
"6202","rapturously","positive"
"6203","rational","positive"
"6204","razor-sharp","positive"
"6205","reachable","positive"
"6206","readable","positive"
"6207","readily","positive"
"6208","ready","positive"
"6209","reaffirm","positive"
"6210","reaffirmation","positive"
"6211","realistic","positive"
"6212","realizable","positive"
"6213","reasonable","positive"
"6214","reasonably","positive"
"6215","reasoned","positive"
"6216","reassurance","positive"
"6217","reassure","positive"
"6218","receptive","positive"
"6219","reclaim","positive"
"6220","recomend","positive"
"6221","recommend","positive"
"6222","recommendation","positive"
"6223","recommendations","positive"
"6224","recommended","positive"
"6225","reconcile","positive"
"6226","reconciliation","positive"
"6227","record-setting","positive"
"6228","recover","positive"
"6229","recovery","positive"
"6230","rectification","positive"
"6231","rectify","positive"
"6232","rectifying","positive"
"6233","redeem","positive"
"6234","redeeming","positive"
"6235","redemption","positive"
"6236","refine","positive"
"6237","refined","positive"
"6238","refinement","positive"
"6239","reform","positive"
"6240","reformed","positive"
"6241","reforming","positive"
"6242","reforms","positive"
"6243","refresh","positive"
"6244","refreshed","positive"
"6245","refreshing","positive"
"6246","refund","positive"
"6247","refunded","positive"
"6248","regal","positive"
"6249","regally","positive"
"6250","regard","positive"
"6251","rejoice","positive"
"6252","rejoicing","positive"
"6253","rejoicingly","positive"
"6254","rejuvenate","positive"
"6255","rejuvenated","positive"
"6256","rejuvenating","positive"
"6257","relaxed","positive"
"6258","relent","positive"
"6259","reliable","positive"
"6260","reliably","positive"
"6261","relief","positive"
"6262","relish","positive"
"6263","remarkable","positive"
"6264","remarkably","positive"
"6265","remedy","positive"
"6266","remission","positive"
"6267","remunerate","positive"
"6268","renaissance","positive"
"6269","renewed","positive"
"6270","renown","positive"
"6271","renowned","positive"
"6272","replaceable","positive"
"6273","reputable","positive"
"6274","reputation","positive"
"6275","resilient","positive"
"6276","resolute","positive"
"6277","resound","positive"
"6278","resounding","positive"
"6279","resourceful","positive"
"6280","resourcefulness","positive"
"6281","respect","positive"
"6282","respectable","positive"
"6283","respectful","positive"
"6284","respectfully","positive"
"6285","respite","positive"
"6286","resplendent","positive"
"6287","responsibly","positive"
"6288","responsive","positive"
"6289","restful","positive"
"6290","restored","positive"
"6291","restructure","positive"
"6292","restructured","positive"
"6293","restructuring","positive"
"6294","retractable","positive"
"6295","revel","positive"
"6296","revelation","positive"
"6297","revere","positive"
"6298","reverence","positive"
"6299","reverent","positive"
"6300","reverently","positive"
"6301","revitalize","positive"
"6302","revival","positive"
"6303","revive","positive"
"6304","revives","positive"
"6305","revolutionary","positive"
"6306","revolutionize","positive"
"6307","revolutionized","positive"
"6308","revolutionizes","positive"
"6309","reward","positive"
"6310","rewarding","positive"
"6311","rewardingly","positive"
"6312","rich","positive"
"6313","richer","positive"
"6314","richly","positive"
"6315","richness","positive"
"6316","right","positive"
"6317","righten","positive"
"6318","righteous","positive"
"6319","righteously","positive"
"6320","righteousness","positive"
"6321","rightful","positive"
"6322","rightfully","positive"
"6323","rightly","positive"
"6324","rightness","positive"
"6325","risk-free","positive"
"6326","robust","positive"
"6327","rock-star","positive"
"6328","rock-stars","positive"
"6329","rockstar","positive"
"6330","rockstars","positive"
"6331","romantic","positive"
"6332","romantically","positive"
"6333","romanticize","positive"
"6334","roomier","positive"
"6335","roomy","positive"
"6336","rosy","positive"
"6337","safe","positive"
"6338","safely","positive"
"6339","sagacity","positive"
"6340","sagely","positive"
"6341","saint","positive"
"6342","saintliness","positive"
"6343","saintly","positive"
"6344","salutary","positive"
"6345","salute","positive"
"6346","sane","positive"
"6347","satisfactorily","positive"
"6348","satisfactory","positive"
"6349","satisfied","positive"
"6350","satisfies","positive"
"6351","satisfy","positive"
"6352","satisfying","positive"
"6353","satisified","positive"
"6354","saver","positive"
"6355","savings","positive"
"6356","savior","positive"
"6357","savvy","positive"
"6358","scenic","positive"
"6359","seamless","positive"
"6360","seasoned","positive"
"6361","secure","positive"
"6362","securely","positive"
"6363","selective","positive"
"6364","self-determination","positive"
"6365","self-respect","positive"
"6366","self-satisfaction","positive"
"6367","self-sufficiency","positive"
"6368","self-sufficient","positive"
"6369","sensation","positive"
"6370","sensational","positive"
"6371","sensationally","positive"
"6372","sensations","positive"
"6373","sensible","positive"
"6374","sensibly","positive"
"6375","sensitive","positive"
"6376","serene","positive"
"6377","serenity","positive"
"6378","sexy","positive"
"6379","sharp","positive"
"6380","sharper","positive"
"6381","sharpest","positive"
"6382","shimmering","positive"
"6383","shimmeringly","positive"
"6384","shine","positive"
"6385","shiny","positive"
"6386","significant","positive"
"6387","silent","positive"
"6388","simpler","positive"
